Primary identifier,Name,Literature identifier,Study type,Endocrine-mediated endpoints,Endocrine mediated systems
CID:6623,Bisphenol A,PMID:20488778,IVR,Impaired glucose tolerance,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:21586551,IVR,Impaired glucose tolerance,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23675523,IVR,Impaired glucose tolerance,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24959901,IVR,Impaired glucose tolerance,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25972359,IVR,Impaired glucose tolerance,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:26276081,IVR,Impaired glucose tolerance,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:28739533,IVR,Impaired glucose tolerance,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:28739533,IVR,Impaired glucose tolerance,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:28739533,IVR,Impaired glucose tolerance,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20219646,IVR,Increase in corticosterone levels,Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24323913,IVR,Increase in corticosterone levels,Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24857958,IVR,Increase in corticosterone levels,Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:27017381,IVR,Increase in corticosterone levels,Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20219646,IVR,Increase in cortisol levels,Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:29323181,IVR,Increase in estradiol/testosterone ratio,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19145065,IVR,Increase in Growth Hormone (GH) levels,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22842222,IVR,Increase in Growth Hormone (GH) levels,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22842222,IVR,Increase in Growth Hormone (GH) levels,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22263531,IVR,Increase in the number of abnormal sperms,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22263531,IVR,Increase in the number of abnormal sperms,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25461564,IVR,Increase in the number of abnormal sperms,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25461564,IVR,Increase in the number of abnormal sperms,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22285353,IVR,Increased androstenedione levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24563381,IVTH,Increased androstenedione levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25168180,IVR,Increased cholesterol levels,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25168180,IVR,Increased cholesterol levels,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25168180,IVR,Increased cholesterol levels,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25168180,IVR,Increased cholesterol levels,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20709143,IVR,Increased dopamine levels,Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22760093,IVR,Increased dopamine levels,Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19837096,IVR,Increased epididymal vesicles in offspring,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19837096,IVR,Increased epididymal vesicles in offspring,Developmental endocrine-mediated perturbations;Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:14967926,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20413367,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20413367,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:21123812,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23545179,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23545179,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:26746108,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:26970683,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:29407803,IVR,Increased estradiol levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:29323181,IVR,Increased estrogen/androgen ratio,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:29323181,IVR,Increased estrogen/androgen ratio,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:29323181,IVR,Increased estrogen/androgen ratio,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:21182934,IVR,Increased FSH levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:21182934,IVR,Increased FSH levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24271643,IVR,Increased FSH levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20488778,IVR,Increased leptin levels,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24857958,IVR,Increased levels of adrenocortical hormones (ACTH),Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25569322,IVR,Increased levels of adrenocortical hormones (ACTH),Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25569322,IVR,Increased levels of adrenocortical hormones (ACTH),Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25569322,IVR,Increased levels of adrenocortical hormones (ACTH),Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:14749093,IVR,Increased levels of Corticotropin-releasing hormone (CRH),Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22564983,IVTH,Increased levels of Corticotropin-releasing hormone (CRH),Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23545179,IVR,Increased levels of Corticotropin-releasing hormone (CRH),Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23545179,IVR,Increased levels of Corticotropin-releasing hormone (CRH),Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24857958,IVR,Increased levels of Corticotropin-releasing hormone (CRH),Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24271643,IVR,Increased LH levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:28641706,IVR,Increased LH levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:11914775,IVR,Increased liver weights,Hepatic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:10839476,IVR,Increased prolactin levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:10839476,IVR,Increased prolactin levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23160314,IVR,Increased prolactin levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23160314,IVR,Increased prolactin levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19837096,IVR,Increased prostate weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19837096,IVR,Increased prostate weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:21415097,IVR,Increased prostate weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22285353,IVR,Increased prostate weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:27089241,IVR,Increased prostate weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20815788,IVR,Increased ROS levels in sperms,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20815788,IVR,Increased ROS levels in sperms,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20709143,IVR,Increased serotonin (5-HT) levels,Neurological endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:11914775,IVR,Increased testis weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:12631470,IVR,Increased testis weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22285353,IVR,Increased testis weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:27174447,IVR,Increased testis weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:29220483,IVR,Increased testis weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:29220483,IVR,Increased testis weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19782717,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20413367,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20413367,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23376180,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23545179,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23545179,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:28641706,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:29323181,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:29407803,IVR,Increased testosterone levels,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20488778,IVR,Increased triglycerides level,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24959901,IVR,Increased triglycerides level,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25047013,IVTH,Increased triglycerides level,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25111128,IVTH,Increased triglycerides level,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25111128,IVTH,Increased triglycerides level,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25111128,IVTH,Increased triglycerides level,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25111128,IVTH,Increased triglycerides level,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:28657538,IVR,Increased triglycerides level,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:28657538,IVR,Increased triglycerides level,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:10839476,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:12547330,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:12963004,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:14689164,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:15635150,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:15635150,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:15635150,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:15635150,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:15866537,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:17365578,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:17365578,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:18839522,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:18839522,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:21988766,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23160314,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23160314,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23664861,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23664861,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23664861,IVR,Increased uterine weights,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:11914775,IVR,Increased weights of adrenal gland,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:24323913,IVR,Increased weights of adrenal gland,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:27017381,IVR,Increased weights of adrenal gland,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19837096,IVR,Increased weights of seminal vesicles,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19837096,IVR,Increased weights of seminal vesicles,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:27089241,IVR,Increased weights of seminal vesicles,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:11914775,IVR,Increased weights of thyroid gland,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20813173,IVR,Induce apoptosis in testis,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:20813173,IVR,Induce apoptosis in testis,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:27573348,IVR,Induce apoptosis in testis,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:27573348,IVR,Induce apoptosis in testis,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:27573348,IVR,Induce apoptosis in testis,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23496298,IVR,Induce apoptosis of beta cells,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:23496298,IVR,Induce apoptosis of beta cells,Metabolic endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19193734,IVR,Induce apoptosis of leydig cells,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19193734,IVR,Induce apoptosis of leydig cells,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:17689037,IVR,Induce apoptosis of ovarian follicles,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:26746108,IVR,Induce apoptosis of ovarian follicles,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:25448896,IVR,Induce apoptosis of sertoli cells,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19193734,IVR,Induce apoptosis of spermatogenic cells,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:19193734,IVR,Induce apoptosis of spermatogenic cells,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22263531,IVR,Induce apoptosis of spermatogenic cells,Reproductive endocrine-mediated perturbations
CID:6623,Bisphenol A,PMID:22263531,IVR,Induce apoptosis of spermatogenic cells,Reproductive endocrine-mediated perturbations
